Internal Name,Localized Name,Item Type,Description,Source Mod
"ArmorHunterLegsIron_TW","Rotten Leather Hunting Leggings","Armor","$armorlegs_hunter_iron_description_TW","Armory"
"HelmetHunterSilver_TW","Frosted Leather Hunting Hood","Armor","$helmet_hunter_silver_description_TW","Armory"
"ArmorHunterChestSilver_TW","Frosted Hunting Vest","Armor","$armorchest_hunter_silver_description_TW","Armory"
"ArmorHunterLegsSilver_TW","Frosted Leather Hunting Leggings","Armor","$armorlegs_hunter_silver_description_TW","Armory"
"HelmetHunterBM_TW","Blazed Leather Hunting Hood","Armor","$helmet_hunter_bm_description_TW","Armory"
"ArmorHunterChestBM_TW","Blazed Hunting Vest","Armor","$armorchest_hunter_bm_description_TW","Armory"
"ArmorHunterLegsBM_TW","Blazed Leather Hunting Leggings","Armor","$armorlegs_hunter_bm_description_TW","Armory"
"HelmetHunterCarapace_TW","Carapace Leather Hunting Hood","Armor","$helmet_hunter_carapace_description_TW","Armory"
"ArmorHunterChestCarapace_TW","Carapace Hunting Vest","Armor","$armorchest_hunter_carapace_description_TW","Armory"
"ArmorHunterLegsCarapace_TW","Carapace Leather Hunting Leggings","Armor","$armorlegs_hunter_carapace_description_TW","Armory"
"BeltYmir_TW","Ymir's Belt","Item","$belt_ymir_description_TW","Armory"
"CapeTrollBlack_TW","Black Troll Cape","Armor","$cape_trollblack_description_TW","Armory"
"HelmetLeather_TW","Stag Hood","Armor","$helmet_leather_description_TW","Armory"
"ArmorLeatherChest_TW","Stag Leather Tunic","Armor","$amorchest_leather_description_TW","Armory"
"ArmorLeatherLegs_TW","Stag Leather Pants","Armor","$amorlegs_leather_description_TW","Armory"
"HelmetRogue_TW","Assasin's Hood","Armor","$helmet_bronzerogue_description_TW","Armory"
"ArmorRogueChest_TW","Assasin's Tunic","Armor","$armorchest_bronzerogue_description_TW","Armory"
"ArmorRogueLegs_TW","Assasin's Striders","Armor","$armorlegs_bronzerogue_description_TW","Armory"
"HelmetRogueIron_TW","Iron-reinforced Assasin's Hood","Armor","$helmet_ironrogue_description_TW","Armory"
"ArmorRogueIronChest_TW","Iron-reinforced Assasin's Tunic","Armor","$armorchest_ironrogue_description_TW","Armory"
"ArmorRogueIronLegs_TW","Iron-reinforced Assasin's Striders","Armor","$armorlegs_ironrogue_description_TW","Armory"
"HelmetRogueSilver_TW","Silver-reinforced Assasin's Hood","Armor","$helmet_silverrogue_description_TW","Armory"
"ArmorRogueSilverChest_TW","Silver-reinforced Assasin's Tunic","Armor","$armorchest_silverrogue_description_TW","Armory"
"ArmorRogueSilverLegs_TW","Silver-reinforced Assasin's Striders","Armor","$armorlegs_silverrogue_description_TW","Armory"
"HelmetRogueBM_TW","Blackmetal-reinforced Assasin's Hood","Armor","$helmet_bmrogue_description_TW","Armory"
"ArmorRogueBMChest_TW","Blackmetal-reinforced Assasin's Tunic","Armor","$armorchest_bmrogue_description_TW","Armory"
"ArmorRogueBMLegs_TW","Blackmetal-reinforced Assasin's Striders","Armor","$armorlegs_bmrogue_description_TW","Armory"
"HelmetRogueCarapace_TW","Carapace-reinforced Assasin's Hood","Armor","$helmet_carapacerogue_description_TW","Armory"
"ArmorRogueCarapaceChest_TW","Carapace-reinforced Assasin's Tunic","Armor","$armorchest_carapacerogue_description_TW","Armory"
"ArmorRogueCarapaceLegs_TW","Carapace-reinforced Assasin's Striders","Armor","$armorlegs_carapacerogue_description_TW","Armory"
"HelmetVigorous_TW","Raider Helmet","Armor","$helmet_bronzevigorous_description_TW","Armory"
"ArmorVigorousChest_TW","Raider Vest","Armor","$armorchest_bronzevigorous_description_TW","Armory"
"ArmorVigorousLegs_TW","Raider Trousers","Armor","$armorlegs_bronzevigorous_description_TW","Armory"
"HelmetVigorousIron_TW","Iron-reinforced Raider Helmet","Armor","$helmet_ironvigorous_description_TW","Armory"
"ArmorVigorousIronChest_TW","Iron-reinforced Raider Vest","Armor","$armorchest_ironvigorous_description_TW","Armory"
"ArmorVigorousIronLegs_TW","Iron-reinforced Raider Trousers","Armor","$armorlegs_ironvigorous_description_TW","Armory"
"HelmetVigorousSilver_TW","Silver-reinforced Raider Helmet","Armor","$helmet_silvervigorous_description_TW","Armory"
"ArmorVigorousSilverChest_TW","Silver-reinforced Raider Vest","Armor","$armorchest_silvervigorous_description_TW","Armory"
"ArmorVigorousSilverLegs_TW","Silver-reinforced Raider Trousers","Armor","$armorlegs_silvervigorous_description_TW","Armory"
"HelmetVigorousBM_TW","Blackmetal-reinforced Raider Helmet","Armor","$helmet_bmvigorous_description_TW","Armory"
"ArmorVigorousBMChest_TW","Blackmetal-reinforced Raider Vest","Armor","$armorchest_bmvigorous_description_TW","Armory"
"ArmorVigorousBMLegs_TW","Blackmetal-reinforced Raider Trousers","Armor","$armorlegs_bmvigorous_description_TW","Armory"
"HelmetVigorousCarapace_TW","Carapace-reinforced Raider Helmet","Armor","$helmet_carapacevigorous_description_TW","Armory"
"ArmorVigorousCarapaceChest_TW","Carapace-reinforced Raider Vest","Armor","$armorchest_carapacevigorous_description_TW","Armory"
"ArmorVigorousCarapaceLegs_TW","Carapace-reinforced Raider Trousers","Armor","$armorlegs_carapacevigorous_description_TW","Armory"
"HelmetWarrior_TW","Warrior's Skullcage","Armor","$helmet_warrior_description_TW","Armory"
"ArmorWarriorChest_TW","Warrior's Scalemail","Armor","$armorchest_warrior_description_TW","Armory"
"ArmorWarriorLegs_TW","Warrior's legguards","Armor","$armorlegs_warrior_description_TW","Armory"
"HelmetWarriorSilver_TW","Silver-reinforced Warrior's Skullcage","Armor","$helmet_silverwarrior_description_TW","Armory"
"ArmorWarriorSilverChest_TW","Silver-reinforced Warrior's Scalemail","Armor","$armorchest_silverwarrior_description_TW","Armory"
"ArmorWarriorSilverLegs_TW","Silver-reinforced Warrior's Legguards","Armor","$armorlegs_silverwarrior_description_TW","Armory"
"HelmetWarriorBM_TW","Blackmetal-reinforced Warrior's Skullcage","Armor","$helmet_bmwarrior_description_TW","Armory"
"ArmorWarriorBMChest_TW","Blackmetal-reinforced Warrior's Scalemail","Armor","$armorchest_bmwarrior_description_TW","Armory"
"ArmorWarriorBMLegs_TW","Blackmetal-reinforced Warrior's Legguards","Armor","$armorlegs_bmwarrior_description_TW","Armory"
"HelmetWarriorCarapace_TW","Carapace-reinforced Warrior's Skullcage","Armor","$helmet_carapacewarrior_description_TW","Armory"
"ArmorWarriorCarapaceChest_TW","Carapace-reinforced Warrior's Scalemail","Armor","$armorchest_carapacewarrior_description_TW","Armory"
"ArmorWarriorCarapaceLegs_TW","Carapace-reinforced Warrior's Legguards","Armor","$armorlegs_carapacewarrior_description_TW","Armory"
"HelmetWarriorFlametal_TW","Flametal-reinforced Warrior's Skullcage","Armor","$helmet_flametalwarrior_description_TW","Armory"
"ArmorWarriorFlametalChest_TW","Flametal-reinforced Warrior's Scalemail","Armor","$armorchest_flametalwarrior_description_TW","Armory"
"ArmorWarriorFlametalLegs_TW","Flametal-reinforced Warrior's Legguards","Armor","$armorlegs_flametalwarrior_description_TW","Armory"
"HelmetVidar_TW","Vidar Visage","Armor","$helmet_vidar_description_TW","Armory"
"ArmorVidarChest_TW","Vidar Chainmail","Armor","$armorchest_vidar_description_TW","Armory"
"ArmorVidarLegs_TW","Vidar Hide Leggings","Armor","$armorlegs_vidar_description_TW","Armory"
"HelmetVidarBM_TW","Blackmetal-reinforced Vidar Visage","Armor","$helmet_bmvidar_description_TW","Armory"
"ArmorVidarBMChest_TW","Blackmetal-reinforced Vidar Chainmail","Armor","$armorchest_bmvidar_description_TW","Armory"
"ArmorVidarBMLegs_TW","Blackmetal-reinforced Vidar Hide Leggings","Armor","$armorlegs_bmvidar_description_TW","Armory"
"HelmetVidarCarapace_TW","Carapace-reinforced Vidar Visage","Armor","$helmet_carapacevidar_description_TW","Armory"
"ArmorVidarCarapaceChest_TW","Carapace-reinforced Vidar Chainmail","Armor","$armorchest_carapacevidar_description_TW","Armory"
"ArmorVidarCarapaceLegs_TW","Carapace-reinforced Vidar Hide Leggings","Armor","$armorlegs_carapacevidar_description_TW","Armory"
"HelmetVidarFlametal_TW","Flametal-reinforced Vidar Visage","Armor","$helmet_flametalvidar_description_TW","Armory"
"ArmorVidarFlametalChest_TW","Flametal-reinforced Vidar Chainmail","Armor","$armorchest_flametalvidar_description_TW","Armory"
"ArmorVidarFlametalLegs_TW","Flametal-reinforced Vidar Hide Leggings","Armor","$armorlegs_flametalvidar_description_TW","Armory"
"HelmetFenrir_TW","Fenrir Hood","Armor","$helmet_fenrir_description_TW","Armory"
"ArmorFenrirChest_TW","Fenrir Tunic","Armor","$armorchest_fenrir_description_TW","Armory"
"ArmorFenrirLegs_TW","Fenrir Leggings","Armor","$armorlegs_fenrir_description_TW","Armory"
"HelmetFenrirBM_TW","Blackmetal-reinforced Fenrir Hood","Armor","$helmet_bmfenrir_description_TW","Armory"
"ArmorFenrirBMChest_TW","Blackmetal-reinforced Fenrir Tunic","Armor","$armorchest_bmfenrir_description_TW","Armory"
"ArmorFenrirBMLegs_TW","Blackmetal-reinforced Fenrir Leggings","Armor","$armorlegs_bmfenrir_description_TW","Armory"
"HelmetFenrirCarapace_TW","Carapace-reinforced Fenrir Hood","Armor","$helmet_carapacefenrir_description_TW","Armory"
"ArmorFenrirCarapaceChest_TW","Carapace-reinforced Fenrir Tunic","Armor","$armorchest_carapacefenrir_description_TW","Armory"
"ArmorFenrirCarapaceLegs_TW","Carapace-reinforced Fenrir Leggings","Armor","$armorlegs_carapacefenrir_description_TW","Armory"
"HelmetBold_TW","Halberdier's Chainhelmet","Armor","$helmet_bold_description_TW","Armory"
"ArmorBoldChest_TW","Halberdier's Cuirass","Armor","$armorchest_bold_description_TW","Armory"
"ArmorBoldLegs_TW","Halberdier's Greaves","Armor","$armorlegs_bold_description_TW","Armory"
"HelmetBoldCarapace_TW","Carapace-reinforced Halberdier's Chainhelmet","Armor","$helmet_carapacebold_description_TW","Armory"
"ArmorBoldCarapaceChest_TW","Carapace-reinforced Halberdier's Cuirass","Armor","$armorchest_carapacebold_description_TW","Armory"
"ArmorBoldCarapaceLegs_TW","Carapace-reinforced Halberdier's Greaves","Armor","$armorlegs_carapacebold_description_TW","Armory"
"HelmetBoldFlametal_TW","Flametal-reinforced Halberdier's Chainhelmet","Armor","$helmet_flametalbold_description_TW","Armory"
"ArmorBoldFlametalChest_TW","Flametal-reinforced Halberdier's Cuirass","Armor","$armorchest_flametalbold_description_TW","Armory"
"ArmorBoldFlametalLegs_TW","Flametal-reinforced Halberdier's Greaves","Armor","$armorlegs_flametalbold_description_TW","Armory"
"HelmetLegion_TW","Skirmisher's Faceguard","Armor","$helmet_legion_description_TW","Armory"
"ArmorLegionChest_TW","Skirmisher's Scalemail","Armor","$armorchest_legion_description_TW","Armory"
"ArmorLegionLegs_TW","Skirmisher's Pants","Armor","$armorlegs_legion_description_TW","Armory"
"HelmetLegionFlametal_TW","Flametal-reinforced Skirmisher's Faceguard","Armor","$helmet_flametallegion_description_TW","Armory"
"ArmorLegionFlametalChest_TW","Flametal-reinforced Skirmisher's Scalemail","Armor","$armorchest_flametallegion_description_TW","Armory"
"ArmorLegionFlametalLegs_TW","Flametal-reinforced Skirmisher's Pants","Armor","$armorlegs_flametallegion_TW","Armory"
"RottingElkMeat_TW","Rotten Elk Meat ","Food","$food_rottenelkmeat_description_TW","Monstrum"
"SaddleBoar_TW","Razorback Saddle","Item","$saddle_boar_description_TW","Monstrum"
"SaddleBear_TW","Bear Saddle","Item","$saddle_bear_description_TW","Monstrum"
"SaddleProwler_TW","Prowler Saddle","Item","$saddle_prowler_description_TW","Monstrum"
"FoxMeat_TW","Raw Fox Meat","Item","$food_foxmeat_description_TW","Monstrum"
"CookedFoxMeat_TW","Cooked Fox Meat","Food","$food_cookedfoxmeat_description_TW","Monstrum"
"FoxJerky_TW","Fox Jerky","Food","$food_foxjerky_description_TW","Monstrum"
"BearSteak_TW","Raw Bear Steak","Item","$food_bearsteak_description_TW","Monstrum"
"CookedBearSteak_TW","Cooked bear steak","Food","$food_cookedbearsteak_description_TW","Monstrum"
"BearJerky_TW","Bear Jerky","Food","$food_bearjerky_description_TW","Monstrum"
"MixedGrill_TW","Mixed Grill","Food","$food_mixedgrill_description_TW","Monstrum"
"TrophyProwler_TW","Prowler Trophy","Item","$trophy_prowler_description_TW","Monstrum"
"TrophyGrizzlyBear_TW","Grizzly Bear Trophy","Item","$trophy_grizzlybear_description_TW","Monstrum"
"TrophyObsidianGolem_TW","Obsidian Golem Trophy","Item","$trophy_obsidiangolem_description_TW","Monstrum"
"TrophyBlackBear_TW","Black Bear Trophy","Item","$trophy_blackbear_description_TW","Monstrum"
"TrophyRazorback_TW","Razorback Trophy","Item","$trophy_razorback_description_TW","Monstrum"
"TrophyCrawler_TW","Crawler Trophy","Item","$trophy_crawler_description_TW","Monstrum"
"TrophyRottingElk_TW","Rotting Elk Trophy","Item","$trophy_rottingelk_description_TW","Monstrum"
"TrophyFox_TW","Fox Trophy","Item","$trophy_fox_description_TW","Monstrum"
"TrophyAsmodeus_TW","Asmodeus Trophy","Item","$trophy_asmodeus_description_TW","Monstrum"
"TrophySvalt_TW","Svält Trophy","Item","$trophy_svalt_description_TW","Monstrum"
"TrophyVrykolathas_TW","Vrykolathas Trophy","Item","$trophy_vrykolathas_description_TW","Monstrum"
"FoxPelt_TW","Fox Pelt","Item","$mat_foxpeltpelt_description_TW","Monstrum"
"TrophyShark_TW","Bloodgill Trophy","Item","$trophy_shark_description_TW","Monstrum"
"SharkMeat_TW","Bloodgill Meat","Item","$food_sharkmeat_description_TW","Monstrum"
"CookedSharkMeat_TW","Cooked Bloodgill Meat","Food","$food_cookedsharkmeat_description_TW","Monstrum"
"SharkFin_TW","Bloodgill Fin","Item","$food_sharkfin_description_TW","Monstrum"
"SharkFinSoup_TW","Bloodgill Fin Soup","Food","$food_sharkfinsoup_description_TW","Monstrum"
"Pickable_ForestCryptRemains_01_TW","Pickable_ForestCryptRemains_01_TW","Undefined","","Monstrum"
"Pickable_ForestCryptRemains_02_TW","Pickable_ForestCryptRemains_02_TW","Undefined","","Monstrum"
"Pickable_ForestCryptRemains_03_TW","Pickable_ForestCryptRemains_03_TW","Undefined","","Monstrum"
"Pickable_ForestCryptRemains_04_TW","Pickable_ForestCryptRemains_04_TW","Undefined","","Monstrum"
"BossAsmodeus_TW","Asmodeus","Creature","","Monstrum"
"Fox_TW","Fox","Creature","","Monstrum"
"FoxCub_TW","Fox Cub","Creature","","Monstrum"
"Razorback_TW","Razorback","Creature","","Monstrum"
"RazorbackPiggy_TW","Razorback Piglet","Creature","","Monstrum"
"BlackBear_TW","Black Bear","Creature","","Monstrum"
"BlackBearCub_TW","Black Bear Cub","Creature","","Monstrum"
"BossSvalt_TW","Svält","Creature","","Monstrum"
"BurningHunger_TW","Burning Hunger","Creature","","Monstrum"
"GDAncientShaman_TW","Ancient Shaman","Creature","","Monstrum"
"GDAncientShaman_rootspawn_TW","Ancient Root","Creature","","Monstrum"
"RottingElk_TW","Rotting Elk","Creature","","Monstrum"
"Crawler_TW","Crawler","Creature","","Monstrum"
"BossVrykolathas_TW","Vrykolathas","Creature","","Monstrum"
"DamnedOne_TW","Damned Soul","Creature","","Monstrum"
"HelWraith_TW","Hel Wraith","Creature","","Monstrum"
"ObsidianGolem_TW","Obsidian Golem","Creature","","Monstrum"
"GrizzlyBear_TW","Grizzly Bear","Creature","","Monstrum"
"GrizzlyBearCub_TW","Grizzly Cub","Creature","","Monstrum"
"Prowler_TW","Prowler","Creature","","Monstrum"
"ProwlerCub_TW","Prowler Cub","Creature","","Monstrum"
"Shark_TW","Bloodgill","Creature","","Monstrum"
"TundraBerry_TW","Tundra Berry","Food","$consume_tundraberry_description_TW","WarfareFireAndIce"
"MushroomWintercap_TW","Wintercap","Food","$consume_wintercap_description_TW","WarfareFireAndIce"
"PrimalLeak_TW","Primal Leek","Food","$consume_primalleak_description_TW","WarfareFireAndIce"
"BorealPineTreeCone_TW","Boreal pine tree cone","Item","$borealpinetree_cone_description_TW","WarfareFireAndIce"
"BorealTreeCone_TW","Boreal tree cone","Item","$borealtree_cone_description_TW","WarfareFireAndIce"
"Helweed_TW","Helweed","Item","$mat_helweed_description_TW","WarfareFireAndIce"
"SythrakKey_TW","Destroyer's Idol","Item","$key_sythrak_description_TW","WarfareFireAndIce"
"StormTempleKey_TW","Storm Key","Item","$key_stormtemple_description_TW","WarfareFireAndIce"
"SurtrPortalFragments_TW","Muspelheim Portal Fragment","Item","$key_demonportal_fragment_description_TW","WarfareFireAndIce"
"DemonPortalKey_TW","Muspelheim Portal Stone","Item","$key_demonportal_description_TW","WarfareFireAndIce"
"JotunnDungeonKeyFragments_TW","Tyranium Idol Fragment","Item","$key_jotunndungeon_fragment_description_TW","WarfareFireAndIce"
"JotunnDungeonKey_TW","Jotarr Relic","Item","$key_jotunndungeon_description_TW","WarfareFireAndIce"
"BorealWood_TW","Boreal wood","Item","$deepnorth_wood_description_TW","WarfareFireAndIce"
"BorealPineWood_TW","Boreal pine wood","Item","$deepnorth_pinewood_description_TW","WarfareFireAndIce"
"GlacierStone_TW","Glacier Stone","Item","$mat_glacierstone_description_TW","WarfareFireAndIce"
"JotunnTooth_TW","Jotunn Tooth","Item","$mat_jotunntooth_description_TW","WarfareFireAndIce"
"ArcticMammothPelt_TW","Pridetusk Pelt","Item","$mat_arcticmammothpelt_description_TW","WarfareFireAndIce"
"ArcticWolfPelt_TW","Dire Wolf Pelt","Item","$mat_arcticwolfpelt_description_TW","WarfareFireAndIce"
"ArcticSerpentScale_TW","Icestalker Scale","Item","$mat_arcticserpentscale_description_TW","WarfareFireAndIce"
"ArcticBearPelt_TW","Ursa Pelt","Item","$mat_arcticbearpelt_description_TW","WarfareFireAndIce"
"ArcticMammothTusk_TW","Broken Mammoth Tusk","Item","$mat_arcticmammothtusk_description_TW","WarfareFireAndIce"
"JotunnheimCrystal_TW","Jotunnheim Crystal","Item","$mat_jotunnheimcrystal_description_TW","WarfareFireAndIce"
"MuspelheimCrystal_TW","Muspelheim Crystal","Item","$mat_muspelheimcrystal_description_TW","WarfareFireAndIce"
"BlackIce_TW","Black Ice","Item","$mat_blackice_description_TW","WarfareFireAndIce"
"FenrirArtifact_TW","Fenrir Artifact","Item","$mat_fenrirartifact_description_TW","WarfareFireAndIce"
"YmirIdol_TW","Ymir Idol","Item","$mat_ymiridol_description_TW","WarfareFireAndIce"
"SurtrIdol_TW","Surtr Idol","Item","$mat_surtridol_description_TW","WarfareFireAndIce"
"Helcloth_TW","Helweave Leather","Item","$mat_helcloth_description_TW","WarfareFireAndIce"
"JotunnEye_TW","Jotunn Eyeball","Item","$mat_jotunneye_description_TW","WarfareFireAndIce"
"DemonicSoulstone_TW","Demonic Soulstone","Item","$mat_demonicsoulstone_description_TW","WarfareFireAndIce"
"DemonicHorn_TW","Demon Horn","Item","$mat_demonichorn_description_TW","WarfareFireAndIce"
"DrakeScale_TW","Drake Scale","Item","$mat_drakescale_description_TW","WarfareFireAndIce"
"DemonicPelt_TW","Rugged Demon Pelt","Item","$mat_demonicpelt_description_TW","WarfareFireAndIce"
"BurningFang_TW","Burning Fang","Item","$mat_burningfang_description_TW","WarfareFireAndIce"
"DaggerfangScaleHide_TW","Daggerfang Scalehide","Item","$mat_daggerfangscalehide_description_TW","WarfareFireAndIce"
"CoalMuspelheim_TW","Enchanted Blazing Coal","Item","$item_coal_muspelheim_description_TW","WarfareFireAndIce"
"FurBundleNorth_TW","Northern Fur Bundle","Item","$mat_furbundle_north_description_TW","WarfareFireAndIce"
"HelHideBundle_TW","Helhide Bundle","Item","$mat_helhidebundle_description_TW","WarfareFireAndIce"
"RuneRage_TW","Magic Rune: Rage","Item","$rune_rage_description_TW","WarfareFireAndIce"
"RuneDestruction_TW","Magic Rune: Destruction","Item","$rune_destruction_description_TW","WarfareFireAndIce"
"RuneWrath_TW","Magic Rune: Wrath","Item","$rune_wrath_description_TW","WarfareFireAndIce"
"LokvyrOre_TW","Lokvyr Ore","Item","$mat_lokvyrore_description_TW","WarfareFireAndIce"
"LokvyrBar_TW","Lokvyr","Item","$mat_lokvyrbar_description_TW","WarfareFireAndIce"
"RagnoriteOre_TW","Pure Ragnorite ore","Item","$mat_ragnoriteore_description_TW","WarfareFireAndIce"
"TyraniumOre_TW","Pure Tyranium ore","Item","$mat_tyraniumore_description_TW","WarfareFireAndIce"
"TyraniumChain_TW","Tyranium Chain","Item","$mat_tyraniumchain_description_TW","WarfareFireAndIce"
"CollarTyranium_TW","Tyranium Spiked Collar","Item","$mat_collartyranium_description_TW","WarfareFireAndIce"
"CollarRagnorite_TW","Ragnorite Spiked Collar","Item","$mat_collarragnorite_description_TW","WarfareFireAndIce"
"ThoradusBar_TW","Thoradus","Item","$mat_thoradusbar_description_TW","WarfareFireAndIce"
"TyraniumBar_TW","Tyranium","Item","$mat_tyraniumbar_description_TW","WarfareFireAndIce"
"RagnoriteBar_TW","Ragnorite","Item","$mat_ragnoritebar_description_TW","WarfareFireAndIce"
"ArrowNjord_TW","Njord Arrows","Item","$arrow_njord_description_TW","WarfareFireAndIce"
"ArrowSurtr_TW","Surtr Arrows","Item","$arrow_surtr_description_TW","WarfareFireAndIce"
"ArrowExplosiveFire_TW","Explosive Fire Arrows","Item","$arrow_explosivefire_description_TW","WarfareFireAndIce"
"ArrowExplosiveFrost_TW","Explosive Frost Arrows","Item","$arrow_explosivefrost_description_TW","WarfareFireAndIce"
"BombFrost_TW","Frost Bomb","Weapon","$bomb_frost_description_TW","WarfareFireAndIce"
"BombFire_TW","Fire Bomb","Weapon","$bomb_fire_description_TW","WarfareFireAndIce"
"BombLightning_TW","Lightning Bomb","Weapon","$bomb_lightning_description_TW","WarfareFireAndIce"
"BoltNjord_TW","Njord Bolt","Item","$bolt_njord_description_TW","WarfareFireAndIce"
"BoltSurtr_TW","Surtr Bolt","Item","$bolt_surtr_description_TW","WarfareFireAndIce"
"BoltExplosiveFire_TW","Explosive Fire Bolt","Item","$bolt_explosivefire_description_TW","WarfareFireAndIce"
"BoltExplosiveFrost_TW","Explosive Frost Bolt","Item","$bolt_explosivefrost_description_TW","WarfareFireAndIce"
"DualAxeKrom_TW","Krom Storm Axes","Weapon","$dual_axekrom_description_TW","WarfareFireAndIce"
"ThrowAxeNjord_TW","Njord Throwing Axe","Weapon","$throw_axe_njord_description_TW","WarfareFireAndIce"
"ThrowAxeSurtr_TW","Surtr Throwing Axe","Weapon","$throw_axe_surtr_description_TW","WarfareFireAndIce"
"BattleaxeCrystalJotunnheim_TW","Jotunnheim Crystal Battleaxe","Weapon","$battleaxecrystal_jotunnheim_description_TW","WarfareFireAndIce"
"BattleaxeCrystalMuspelheim_TW","Muspelheim Crystal Battleaxe","Weapon","$battleaxecrystal_muspelheim_description_TW","WarfareFireAndIce"
"DualSpearSvigaFrekk_TW","Sviga and Frekk","Weapon","$dual_spearsvigafrekk_description_TW","WarfareFireAndIce"
"DualSwordSkadi_TW","Skadi Blades","Weapon","$dual_swordskadi_description_TW","WarfareFireAndIce"
"RingLoki_TW","Thirst For Knowledge","Item","$ring_loki_description_TW","WarfareFireAndIce"
"NecklaceTyr_TW","Valor","Item","$necklace_tyr_description_TW","WarfareFireAndIce"
"CapeDemon_TW","Demonic Cape","Armor","$cape_demon_description_TW","WarfareFireAndIce"
"CapeNorth_TW","Northern Cape","Armor","$cape_north_description_TW","WarfareFireAndIce"
"CapeSurtr_TW","Surtr Cape","Armor","$cape_surtr_description_TW","WarfareFireAndIce"
"CapeYmir_TW","Ymir Cape","Armor","$cape_ymir_description_TW","WarfareFireAndIce"
"CapeFenrir_TW","Fenrir Cape","Armor","$cape_fenrir_description_TW","WarfareFireAndIce"
"HelmetSpellslinger_Surtr_TW","Surtr's Visage","Armor","$helmet_spellslinger_surtr_description_TW","WarfareFireAndIce"
"ArmorSpellSlingerChest_Surtr_TW","Surtr's Soul","Armor","$armorchest_spellslinger_surtr_description_TW","WarfareFireAndIce"
"ArmorSpellslingerLegs_Surtr_TW","Surtr's Striders","Armor","$armorlegs_spellslinger_surtr_description_TW","WarfareFireAndIce"
"HelmetRogueTyranium_TW","Skrymir's Mask","Armor","$helmet_tyraniumrogue_description_TW","WarfareFireAndIce"
"ArmorRogueTyraniumChest_TW","Skyrmir's Chest","Armor","$armorchest_tyraniumrogue_description_TW","WarfareFireAndIce"
"ArmorRogueTyraniumLegs_TW","Skyrmir's Sneakers","Armor","$armorlegs_tyraniumrogue_description_TW","WarfareFireAndIce"
"HelmetWarriorRagnorite_TW","Grimnir's Crown","Armor","$helmet_ragnoritewarrior_description_TW","WarfareFireAndIce"
"ArmorWarriorRagnoriteChest_TW","Grimnir's Embrace","Armor","$armorchest_ragnoritewarrior_description_TW","WarfareFireAndIce"
"ArmorWarriorRagnoriteLegs_TW","Grimnir's Legguards","Armor","$armorlegs_ragnoritewarrior_description_TW","WarfareFireAndIce"
"HelmetRaiderRagnorite_TW","Vulkarion's Hatred","Armor","$helmet_ragnoriteraider_description_TW","WarfareFireAndIce"
"ArmorRaiderRagnoriteChest_TW","Vulkarion's Heart","Armor","$armorchest_ragnoriteraider_description_TW","WarfareFireAndIce"
"ArmorRaiderRagnoriteLegs_TW","Vulkarion's Legguards","Armor","$armorlegs_ragnoriteraider_description_TW","WarfareFireAndIce"
"HelmetVidarTyranium_TW","Vidar's Legacy","Armor","$helmet_tyraniumvidar_description_TW","WarfareFireAndIce"
"ArmorVidarTyraniumChest_TW","Vidar's Chainlink","Armor","$armorchest_tyraniumvidar_description_TW","WarfareFireAndIce"
"ArmorVidarTyraniumLegs_TW","Vidar's Woolies","Armor","$armorlegs_tyraniumvidar_description_TW","WarfareFireAndIce"
"HelmetFenrirThoradus_TW","Fenrir's Gaze","Armor","$helmet_thoradusfenrir_description_TW","WarfareFireAndIce"
"ArmorFenrirThoradusChest_TW","Fenrir's Heart","Armor","$armorchest_thoradusfenrir_description_TW","WarfareFireAndIce"
"ArmorFenrirThoradusLegs_TW","Fenrir's Strides","Armor","$armorlegs_thoradusfenrir_description_TW","WarfareFireAndIce"
"HelmetLegionThoradus_TW","Fafnir's Skull","Armor","$helmet_thoraduslegion_description_TW","WarfareFireAndIce"
"ArmorLegionThoradusChest_TW","Fafnir's Soul","Armor","$armorchest_thoraduslegion_description_TW","WarfareFireAndIce"
"ArmorLegionThoradusLegs_TW","Fafnir's Legguards","Armor","$armorlegs_thoraduslegion_description_TW","WarfareFireAndIce"
"HelmetHunterTyranium_TW","Ullr's Hood","Armor","$helmet_tyraniumhunter_description_TW","WarfareFireAndIce"
"ArmorHunterChestTyranium_TW","Ullr's Heart","Armor","$armorchest_tyraniumhunter_description_TW","WarfareFireAndIce"
"ArmorHunterLegsTyranium_TW","Ullr's Strides","Armor","$armorlegs_tyraniumhunter_description_TW","WarfareFireAndIce"
"BattleaxeDragon_TW","Dragonslayer","Weapon","$battleaxe_dragon_description_TW","WarfareFireAndIce"
"ClaymoreJotunn_TW","Jotarr Claymore","Weapon","$claymore_jotunn_description_TW","WarfareFireAndIce"
"DualHammerStormstrike_TW","Stormstrike Hammers","Weapon","$dual_hammerstormstrike_description_TW","WarfareFireAndIce"
"AxeNjord_TW","Njord Axe","Weapon","$axe_njord_description_TW","WarfareFireAndIce"
"AxeSurtr_TW","Surtr Axe","Weapon","$axe_surtr_description_TW","WarfareFireAndIce"
"AtgeirNjord_TW","Njord Atgeir","Weapon","$atgeir_njord_description_TW","WarfareFireAndIce"
"AtgeirSurtr_TW","Surtr Atgeir","Weapon","$atgeir_surtr_description_TW","WarfareFireAndIce"
"BattleaxeNjord_TW","Njord Battleaxe","Weapon","$battleaxe_njord_description_TW","WarfareFireAndIce"
