Prefab,Name,Mod,Station,Station Lvl,Skill Level,Recipe,DMG,Armor,Block,Weight,Durability,Tier,World Level,Rarity
SilverGreatSwordHTD,Silver Greatsword,Hugos Armory,,1,,"FineWood x8, Silver x12, LeatherScraps x9, Iron x7",126,,Power,4,maxDurability,4,,
SilverRing,Silver Ring,Epic Loot,,1,,"Silver x4, Tin x6",,,Power,0.1,maxDurability,,,0
SimpleBackpack,Simple Backpack,Valheim,,1,,"DeerHide x10, LeatherScraps x5",,,Power,4,maxDurability,,,
SizzlingBerryBroth,Sizzling Berry Broth,Valheim,,5,,"Sap x3, Fiddleheadfern x2, Vineberry x2",,,Power,1,maxDurability,,,
SkillPotionAxe_JH,Skill Potion - Axes,WackysDatabase,,1,,"MeadTasty x1, SurtlingCore x1, AncientSeed x1, InfusedCrystal_JH x5",,,Power,1,maxDurability,,,
SkillPotionClub_JH,Skill Potion - Clubs,WackysDatabase,,1,,"MeadTasty x1, SurtlingCore x1, AncientSeed x1, InfusedCrystal_JH x5",,,Power,1,maxDurability,,,
SkillPotionKnives_JH,Skill Potion - Knives,WackysDatabase,,1,,"MeadTasty x1, SurtlingCore x1, AncientSeed x1, InfusedCrystal_JH x5",,,Power,1,maxDurability,,,
SkillPotionPolearm_JH,Skill Potion - Polearm,WackysDatabase,,1,,"MeadTasty x1, SurtlingCore x1, AncientSeed x1, InfusedCrystal_JH x5",,,Power,1,maxDurability,,,
SkillPotionSpear_JH,Skill Potion - Spear,WackysDatabase,,1,,"MeadTasty x1, SurtlingCore x1, AncientSeed x1, InfusedCrystal_JH x5",,,Power,1,maxDurability,,,
SkillPotionSword_JH,Skill Potion - Swords,WackysDatabase,,1,,"MeadTasty x1, SurtlingCore x1, AncientSeed x1, InfusedCrystal_JH x5",,,Power,1,maxDurability,,,
SkillPotionUnarmed_JH,Skill Potion - Unarmed,WackysDatabase,,1,,"MeadTasty x1, SurtlingCore x1, AncientSeed x1, InfusedCrystal_JH x5",,,Power,1,maxDurability,,,
skogchest,Stone Golem Chest,SouthsilArmor,,3,,"Silver x25, JuteRed x15, TrophySGolem x2, Crystal x0",,,Power,10,maxDurability,,,
skoghelm,Stone Golem Helm,SouthsilArmor,,3,,"Silver x25, TrophySGolem x1, TrophyEikthyr x2, Crystal x0",,,Power,1,maxDurability,,,
skoglegs,Stone Golem Legs,SouthsilArmor,,3,,"Silver x20, JuteRed x15, WolfHairBundle x15",,,Power,10,maxDurability,,,
slayerhelm,Helm of Slaying,Shawesomes_Divine_Armaments,,2,,FlametalNew x60,,,Power,20,maxDurability,,,
SledgeBlackmetal_TW,Blackmetal Sledgehammer,Warfare,,4,,"FineWood x25, BlackMetal x30, LinenThread x14, TrophyGoblinBrute x1",100,,Power,4,maxDurability,,,
SledgeBonemass_TW,Skullcrusher,Warfare,,4,,"Iron x40, Guck x30, Ooze x20, TrophyBonemass x1",79,,Power,4,maxDurability,,,
SledgeBronze_TW,Bronze Sledgehammer,Warfare,,1,,"RoundLog x10, Bronze x12, TrophyGreydwarfBrute x1",45,,Power,4,maxDurability,,,
SledgeDemolisher,Demolisher,Valheim,,1,,"YggdrasilWood x10, Iron x20, Eitr x10",145,,Power,4,maxDurability,5,,
SledgeDemolisher_TW,Demolisher,Warfare,,1,,"YggdrasilWood x10, Iron x20, Eitr x10",150,,Power,4,maxDurability,,,
SledgeFlametal_TW,Flametal Sledgehammer,Warfare,,1,,"FlametalNew x30, BonemawSerpentTooth x12, AskHide x10, TrophyMorgen x1",170,,Power,4,maxDurability,,,
SledgeIron,Iron Sledge,Valheim,,2,,"ElderBark x10, Iron x30, YmirRemains x4, TrophyDraugrElite x1",55,,Power,4,maxDurability,2,,
SledgeIron_TW,Iron Sledge,Warfare,,2,,"ElderBark x10, Iron x30, YmirRemains x4, TrophyDraugrElite x1",60,,Power,4,maxDurability,,,
SledgeNjord_TW,Njord Sledgehammer,WarfareFireAndIce,,1,,"TyraniumBar_TW x28, RuneRage_TW x16, BorealPineWood_TW x22, TrophyArcticGolem_TW x1",188,,Power,4,maxDurability,,,
SledgeSilver_TW,Silver Sledgehammer,Warfare,,3,,"ElderBark x20, Silver x25, WolfFang x10, TrophyCultist x1",105,,Power,4,maxDurability,,,
SledgeStagbreaker,Stagbreaker,Valheim,,2,,"RoundLog x20, TrophyDeer x5, LeatherScraps x2, BoneFragments x0",25,,Power,4,maxDurability,,,
SledgeStagbreaker_TW,Stagbreaker,Warfare,,2,,"RoundLog x20, TrophyDeer x5, LeatherScraps x2, BoneFragments x0",25,,Power,4,maxDurability,,,
SledgeSurtr_TW,Surtr Sledgehammer,WarfareFireAndIce,,1,,"RagnoriteBar_TW x28, RuneDestruction_TW x16, BorealPineWood_TW x22, TrophyArcticGolem_TW x1",188,,Power,4,maxDurability,,,
SparklingShroomshake,Sparkling Shroomshake,Valheim,,6,,"Sap x4, Vineberry x2, MushroomSmokePuff x2, MushroomMagecap x2",,,Power,1,maxDurability,,,
SpearBlackmetal_TW,Blackmetal Spear,Warfare,,4,,"FineWood x30, BlackMetal x20, Needle x12, TrophyLox x1",95,,Power,1.5,maxDurability,,,
SpearBronze,Bronze Spear,Valheim,,1,,"Wood x5, Bronze x6, DeerHide x2",35,,Power,1.5,maxDurability,1,,
SpearCarapace,Carapace Spear,Valheim,,1,,"YggdrasilWood x10, Carapace x4, Mandible x2",115,,Power,1.5,maxDurability,5,,
SpearChitin,Abyssal Harpoon,Valheim,,2,,"FineWood x8, Chitin x30, LeatherScraps x3",10,,Power,1.5,maxDurability,3,,
SpearElderbark,Ancient Bark Spear,Valheim,,3,,"TrollHide x4, Iron x10, ElderBark x10",55,,Power,1.5,maxDurability,2,,
SpearFlint,Flint Spear,Valheim,,1,,"Wood x5, Flint x10, LeatherScraps x2",20,,Power,1.5,maxDurability,,,
SpearNjord_TW,Njord Spear,WarfareFireAndIce,,1,,"TyraniumBar_TW x20, RuneRage_TW x14, BorealWood_TW x22, TrophyArcticMammoth_TW x1",160,,Power,1.5,maxDurability,,,
spearodingungnir,Gungnir,Shawesomes_Divine_Armaments,,2,,"ShawesomeCape x1, Thunderstorm_Item x10, FlametalNew x10, Buildnir x1",1000,,Power,4,maxDurability,5,,
SpearSplitner,Splitnir,Valheim,,3,,"Blackwood x10, FlametalNew x6, AskHide x2, BonemawSerpentTooth x3",135,,Power,1.5,maxDurability,5,,
SpearSplitner_Blood,Splitnir the Bleeding,Valheim,,4,,"SpearSplitner x1, FlametalNew x6, GemstoneRed x1",135,,Power,1.5,maxDurability,5,,
SpearSplitner_Lightning,Splitnir the Storming,Valheim,,4,,"SpearSplitner x1, FlametalNew x6, GemstoneBlue x1",145,,Power,1.5,maxDurability,5,,
SpearSplitner_Nature,Splitnir the Primal,Valheim,,4,,"SpearSplitner x1, FlametalNew x6, GemstoneGreen x1",145,,Power,1.5,maxDurability,5,,
SpearSurtr_TW,Surtr Spear,WarfareFireAndIce,,1,,"RagnoriteBar_TW x20, RuneDestruction_TW x14, BorealWood_TW x22, TrophySurtrHound_TW x1",160,,Power,1.5,maxDurability,,,
SpearWolfFang,Fang Spear,Valheim,,3,,"ElderBark x10, WolfFang x4, LeatherScraps x2, Silver x2",75,,Power,1.5,maxDurability,3,,
ss_ashcape,Collarless Ashen Cape,SouthsilArmor,,1,,"AskHide x6, MorgenSinew x2, FlametalNew x5",,,Power,4,maxDurability,4,,
ss_barbchest,Barbarian Pauldron,SouthsilArmor,,4,,"Silver x20, BlackMetal x20, Tar x15, TrophyGoblinShaman x1",,,Power,10,maxDurability,,,
ss_barbhelm,Jawbone Casque,SouthsilArmor,,4,,"Silver x20, BlackMetal x20, WolfFang x2, TrophyGoblinBruteBrosBrute x1",,,Power,1,maxDurability,,,
ss_barblegs,Barbarian Belt,SouthsilArmor,,4,,"Silver x20, BlackMetal x20, LoxPelt x20, TrophyHatchling x5",,,Power,10,maxDurability,,,
ss_cape_boar,Boar Skin Cape,SouthsilArmor,,1,,"LeatherScraps x20, TrophyBoar x1, Bronze x3",,,Power,4,maxDurability,3,,
ss_frodechest,Armor of Thetis,SouthsilArmor,,1,,"ancientironchest x1, sven2chest x1, FlametalNew x10, Eitr x20",,,Power,10,maxDurability,,,
ss_frodehelm,Greathelm of Thetis,SouthsilArmor,,1,,"ancientironhelm x1, sven2 x1, FlametalNew x10, Eitr x20",10,,Power,3,maxDurability,,,
ss_frodelegs,Legguards of Thetis,SouthsilArmor,,1,,"ancientironlegs x1, sven2legs x1, FlametalNew x10, Eitr x20",,,Power,10,maxDurability,,,
ss_korokchest,Onslaught Cuirass,SouthsilArmor,,1,,"BlackMetal x30, FlametalNew x30, DragonEgg x5",,,Power,10,maxDurability,,,
ss_korokhelm,Onslaught Visor,SouthsilArmor,,1,,"TrophyDragonQueen x1, FlametalNew x20, BlackMetal x20",,,Power,1,maxDurability,,,
ss_koroklegs,Onslaught Sabatons,SouthsilArmor,,1,,"BlackMetal x30, FlametalNew x30, DragonEgg x5",,,Power,10,maxDurability,,,
ss_serpentcape,Serpent Scale Cloak,SouthsilArmor,,1,,"AskHide x6, Eitr x30, TrophySerpent x1",,,Power,4,maxDurability,5,,
ss_storrcape,Heavy Lox Cape,SouthsilArmor,,1,,"AskHide x6, LoxPelt x50, FlametalNew x8, Blueberries x5",,,Power,4,maxDurability,5,,
ss_storrchest,Last Hero's Cuirass,SouthsilArmor,,1,,"stjudechest x1, bearchest2 x1, ss_korokchest x1, Eitr x20, FlametalNew x0",,,Power,10,maxDurability,,,
ss_storrhelm,Last Hero's Helm,SouthsilArmor,,1,,"stjudehelm x1, bearhelm2 x1, ss_korokhelm x1, Eitr x20, FlametalNew x0",,,Power,1,maxDurability,,,
ss_storrlegs,Last Hero's Greaves,SouthsilArmor,,1,,"stjudelegs x1, bearlegs2 x1, ss_koroklegs x1, Eitr x20, FlametalNew x0",,,Power,10,maxDurability,,,
ss_wraithchest,Wraith Chest,SouthsilArmor,,1,,"FlametalNew x10, BlackMarble x15, JuteRed x15, TrophyGoblinKing x1",,,Power,10,maxDurability,,,
ss_wraithhelm,Wraith Mask,SouthsilArmor,,1,,"FlametalNew x10, BlackMarble x15, Softtissue x15, TrophySkeletonHildir x1",,,Power,1,maxDurability,,,
ss_wraithlegs,Wraith Legs,SouthsilArmor,,1,,"FlametalNew x5, BlackMarble x15, Softtissue x15, BlackCore x2",,,Power,10,maxDurability,,,
Staffbase_BlackForest_TW,Gnarly Staff base,Wizardry,,1,,"EnchantedWoodBlackForest_TW x10, SurtlingCore x4",17,,Power,1,maxDurability,,,
Staffbase_Mistlands_TW,Mysterious Staff base,Wizardry,,1,,"EnchantedWoodMistlands_TW x30, Carapace x12",57,,Power,1,maxDurability,,,
Staffbase_Mountain_TW,Pure Staff base,Wizardry,,1,,"EnchantedWoodMountain_TW x18, Silver x10, FreezeGland x4",37,,Power,1,maxDurability,,,
Staffbase_Plains_TW,Wicked Staff base,Wizardry,,1,,"EnchantedWoodPlains_TW x24, BlackMetal x10",47,,Power,1,maxDurability,,,
Staffbase_Swamp_TW,Rotting Staff base,Wizardry,,1,,"EnchantedWoodSwamp_TW x14, Iron x8, WitheredBone x6",27,,Power,1,maxDurability,,,
StaffBlackforest_TW,Evergrowth Staff,Wizardry,,1,,"Staffbase_BlackForest_TW x1, Staffcore_BlackForest_TW x1, ArcaneScroll_BlackForest_TW x0",40,,Power,0.3,maxDurability,,,
StaffBurst_JH,Magic Burst Shot,WackysDatabase,,2,,"Wood x10, Flint x4, DeerHide x4, BoneFragments x0",4,,Power,1.5,maxDurability,1,,
StaffClusterbomb,Staff of Fracturing,Valheim,,2,,"CharredBone x15, Blackwood x5, ProustitePowder x8",24,,Power,0.3,maxDurability,5,,
Staffcore_BlackForest_TW,Evergrowth Core,Wizardry,,2,,"AncientSeed x9, ShardElder_TW x3",,,Power,1,maxDurability,,,
Staffcore_Mistlands_TW,Tempest Core,Wizardry,,6,,"Softtissue x20, ShardQueen_TW x8, Eitr x30, TrophyDvergr x1",,,Power,2,maxDurability,,,
Staffcore_Mountain_TW,Crystalline Core,Wizardry,,5,,"Crystal x15, Obsidian x10, ShardModer_TW x4",,,Power,1,maxDurability,,,
Staffcore_Plains_TW,Chaos Core,Wizardry,,5,,"GoblinTotem x6, ShardYagluth_TW x4, TrophyGoblinShaman x1",,,Power,2,maxDurability,,,
Staffcore_Swamp_TW,Underworld Core,Wizardry,,3,,"WitheredBone x8, ShardBonemass_TW x3, TrophySheep_TW x1",,,Power,2,maxDurability,,,
StaffFireball,Staff of Embers,Valheim,,1,,"YggdrasilWood x20, SurtlingCore x4, Eitr x16",240,,Power,0.3,maxDurability,5,,
StaffFireBurst_JH,Fire Burst Shot,WackysDatabase,,1,,"EnchantedWoodBlackForest_TW x10, SurtlingCore x4, ShardElder_TW x3, Bronze x5, ArcaneScroll_BlackForest_TW x0",8,,Power,1.5,maxDurability,1,,
StaffFrostBurst_JH,Frost Burst Shot,WackysDatabase,,1,,"EnchantedWoodMountain_TW x18, FreezeGland x5, ShardModer_TW x3, Silver x5, ArcaneScroll_Mountain_TW x0",15,,Power,1.5,maxDurability,3,,
StaffGolem_TW,Tarmancer,Wizardry,,4,,"Tar x30, ShardYagluth_TW x10, GoblinTotem x4, TrophyGrowth x1",,,Power,0.3,maxDurability,,,
StaffGreenRoots,Staff of the Wild,Valheim,,2,,"Blackwood x15, Fiddleheadfern x10, CelestialFeather x3, GemstoneGreen x1",40,,Power,0.3,maxDurability,5,,
StaffIceShards,Staff of Frost,Valheim,,1,,"YggdrasilWood x20, FreezeGland x4, Eitr x16",35,,Power,0.3,maxDurability,5,,
StaffImpDemon_TW,Voidcaller,WarfareFireAndIce,,1,,"RagnoriteBar_TW x30, RuneDestruction_TW x14, SurtrIdol_TW x6, TrophySurtrImp_TW x1",,,Power,0.3,maxDurability,,,
StaffLightning,Dundr,Valheim,,2,,"Blackwood x10, FlametalNew x4, CelestialFeather x3, GemstoneRed x1",20,,Power,1.5,maxDurability,5,,
StaffLightningBurst_JH,Lightning Burst Shot,WackysDatabase,,1,,"EnchantedWoodPlains_TW x22, Thunderstone x4, ShardYagluth_TW x3, BlackMetal x5, ArcaneScroll_Plains_TW x0",15,,Power,1.5,maxDurability,4,,
StaffMistlands_TW,Tempest Staff,Wizardry,,1,,"Staffbase_Mistlands_TW x1, Staffcore_Mistlands_TW x1, ArcaneScroll_Mistlands_TW x0, TrophyGjall x0",125,,Power,0.3,maxDurability,,,
StaffMountain_TW,Crystaline Staff,Wizardry,,1,,"Staffbase_Mountain_TW x1, Staffcore_Mountain_TW x1, ArcaneScroll_Mountain_TW x0",20,,Power,0.3,maxDurability,,,
StaffofHealing2_JH,Staff of Major Healing,WackysDatabase,,1,,"EnchantedWoodMountain_TW x10, ShardModer_TW x3, Silver x20, TrophyCultist x1",,,Power,0.3,maxDurability,1,,
StaffofHealing_JH,Staff of Minor Healing,WackysDatabase,,1,,"EnchantedWoodBlackForest_TW x10, ShardElder_TW x3, Bronze x20, TrophyGreydwarfShaman x1",,,Power,0.3,maxDurability,1,,
StaffPlains_TW,Chaos Staff,Wizardry,,1,,"Staffbase_Plains_TW x1, Staffcore_Plains_TW x1, ArcaneScroll_Plains_TW x0",50,,Power,0.3,maxDurability,,,
StaffPoisonBurst_JH,Poison Burst Shot,WackysDatabase,,1,,"EnchantedWoodSwamp_TW x14, Guck x8, ShardBonemass_TW x3, Iron x5, ArcaneScroll_Swamp_TW x0",24,,Power,1.5,maxDurability,2,,
StaffRedTroll,Trollstav,Valheim,,2,,"CharredBone x15, TrophyFrostTroll x1, FlametalNew x3, GemstoneRed x1",,,Power,0.3,maxDurability,5,,
StaffShield,Staff of Protection,Valheim,,1,,"YggdrasilWood x20, GiantBloodSack x4, Eitr x16",0,,Power,0.3,maxDurability,5,,
StaffSkeleton,Dead Raiser,Valheim,,1,,"BoneFragments x10, Eitr x16, TrophySkeleton x4",0,,Power,0.3,maxDurability,5,,
StaffSkrymir_TW,Skrymir's Chill,WarfareFireAndIce,,1,,"TyraniumBar_TW x30, RuneRage_TW x18, YmirIdol_TW x6, TrophyJotunnShaman_TW x1",216,,Power,0.3,maxDurability,,,
StaffStorm_TW,Stormcaller,WarfareFireAndIce,,1,,"ThoradusBar_TW x60, RuneWrath_TW x30, FenrirArtifact_TW x12, TrophyStormHerald_TW x1",32,,Power,0.3,maxDurability,5,,
StaffSurtling_TW,Firestarter,Wizardry,,3,,"SurtlingCore x12, ShardBonemass_TW x6, TrophySurtling x1, ArcaneScroll_Swamp_TW x0",,,Power,0.3,maxDurability,,,
StaffSwamp_TW,Underworld Staff,Wizardry,,1,,"Staffbase_Swamp_TW x1, Staffcore_Swamp_TW x1, ArcaneScroll_Swamp_TW x0",85,,Power,0.3,maxDurability,,,
StaffVulkarion_TW,Vulkarion's Rage,WarfareFireAndIce,,1,,"RagnoriteBar_TW x30, RuneDestruction_TW x18, SurtrIdol_TW x6, TrophySurtrSeer_TW x1",52,,Power,0.3,maxDurability,,,
stjudechest,St. Jude Armor,SouthsilArmor,,1,,"bpchest x1, FlametalNew x25, Eitr x15, LinenThread x20",,,Power,10,maxDurability,,,
stjudehelm,Finned Greathelm of St. Jude,SouthsilArmor,,1,,"bphelm x1, FlametalNew x25, Eitr x15, TrophySerpent x1",,,Power,1,maxDurability,,,
stjudelegs,St. Jude Legguards,SouthsilArmor,,1,,"bplegs x1, FlametalNew x25, Eitr x15, LinenThread x20",,,Power,10,maxDurability,,,
StormTempleKey_TW,Storm Key,WarfareFireAndIce,,1,,"ThoradusBar_TW x12, RuneWrath_TW x20, SurtrIdol_TW x2, YmirIdol_TW x2",,,Power,0.5,maxDurability,,,
SunBlock4000,Svalinn,The argent shield,,2,,"TrophyUlv x1, TrophyDragonQueen x1, YmirRemains x10",296,,Power,5,maxDurability,5,,
Svandemcrescent,Emerald Crecent,Shawesomes_Divine_Armaments,,2,,"FlametalNew x20, TrophyFader x1, GemstoneGreen x1, BlackMetal x20",200,,Power,0.8,maxDurability,5,,
sVandemDracoChest,Emerald Dragon Cuirass,Shawesomes_Divine_Armaments,,2,,"FlametalNew x20, TrophyFader x1, GemstoneGreen x1, BlackMetal x20",,,Power,30,maxDurability,4,,
sVandemDracoGreaves,Emerald Dragon Greaves,light weight and very durable.,,2,,"FlametalNew x20, TrophyFader x1, GemstoneGreen x1, BlackMetal x20",,,Power,0.4,maxDurability,4,,
sVandemDracohead,Emerald Dragon Helm,lesser creatures dare not go near you.,,2,,"FlametalNew x20, TrophyFader x1, GemstoneGreen x1, BlackMetal x20",,,Power,4,maxDurability,,,
svandemhidenbow,Phantom Bow,Shawesomes_Divine_Armaments,,2,,"FlametalNew x20, TrophyFader x1, GemstoneGreen x1, BlackMetal x20",125,,Power,1.5,maxDurability,5,,
svandemthroaxe,Drakbane,Shawesomes_Divine_Armaments,,2,,"FlametalNew x20, TrophyFader x1, GemstoneGreen x1, BlackMetal x20",50,,Power,0.4,maxDurability,5,,
sven,Sven's Helm,SouthsilArmor,,4,,"DragonTear x5, Silver x40, Bronze x30",10,,Power,1,maxDurability,,,
sven2,Dragon Champion Greathelm (eyepatch),SouthsilArmor,,1,,"sven x1, FlametalNew x30, TrophyHatchling x5, TrophySerpent x1",10,,Power,1,maxDurability,,,
sven2chest,Ornate Black Platemail,SouthsilArmor,,1,,"svenchest x1, FlametalNew x30, WolfPelt x20",,,Power,10,maxDurability,,,
sven2legs,Ancestral Kilt,SouthsilArmor,,1,,"svenlegs x1, FlametalNew x30, WolfPelt x20, SerpentScale x15",,,Power,15,maxDurability,,,
sven3,Dragon Champion Greathelm,SouthsilArmor,,1,,"sven x1, FlametalNew x30, TrophyHatchling x5, TrophySerpent x1",10,,Power,1,maxDurability,,,
svenchest,Ornate Silver Armor,SouthsilArmor,,4,,"LoxPelt x10, Silver x40, Bronze x30",,,Power,10,maxDurability,,,
svenlegs,Kilted Silver Armor,SouthsilArmor,,4,,"LinenThread x40, Silver x40, Bronze x30",,,Power,15,maxDurability,,,
swampchest,Draugr Wraps,SouthsilArmor,,3,,"Iron x25, LeatherScraps x20, TrophyDraugrElite x1",,,Power,10,maxDurability,,,
swamphelm,Abomination Helm,SouthsilArmor,,3,,"Iron x20, WitheredBone x10, TrophyBonemass x1",,,Power,1,maxDurability,,,
swamplegs,Draugr Skullbelt,SouthsilArmor,,3,,"Iron x20, WitheredBone x10, TrophySkeleton x4",,,Power,10,maxDurability,,,
SwordBlackmetal,Black Metal Sword,Valheim,,4,,"FineWood x2, BlackMetal x20, LinenThread x5",95,,Power,0.8,maxDurability,4,,
SwordBone_TW,Bone Sword,Warfare,,1,,"BoneFragments x10, RoundLog x8, Tin x8",35,,Power,0.8,maxDurability,,,
SwordBronze,Bronze Sword,Valheim,,1,,"Wood x2, Bronze x8, LeatherScraps x2",35,,Power,0.8,maxDurability,1,,
SwordChitin_TW,Abyssal Sword,Warfare,,1,,"Chitin x20, Bronze x12, ElderBark x8",45,,Power,0.8,maxDurability,,,
SwordFlint_TW,Flint Sword,Warfare,,2,,"Flint x8, Wood x6, GreydwarfEye x1, FoxPelt_TW x1",15,,Power,0.8,maxDurability,,,
SwordIron,Iron Sword,Valheim,,2,,"Wood x2, Iron x20, LeatherScraps x3",55,,Power,0.8,maxDurability,2,,
SwordMistwalker,Mistwalker,Valheim,,1,,"FineWood x3, Iron x15, Eitr x10, Wisp x3",115,,Power,0.8,maxDurability,5,,
SwordNiedhogg,Nidhögg,Valheim,,3,,"CharredBone x3, FlametalNew x12, AskHide x2",135,,Power,0.8,maxDurability,6,,
SwordNjord_TW,Njord Sword,WarfareFireAndIce,,1,,"TyraniumBar_TW x20, RuneRage_TW x14, ArcticWolfPelt_TW x6, TrophyArcticBear_TW x1",160,,Power,0.8,maxDurability,,,
swordochili,Flaming Heart Greatsword,Hodr,,2,,FlametalNew x40,180,,Power,4,maxDurability,5,,
swordodweller,Twin Blades of the Moon,said to be imbued with the essence of night. Crafted by an unknown master,,2,,FlametalNew x40,210,,Power,4,maxDurability,5,,
SwordScimitar_TW,Blackmetal Scimitar,Warfare,,4,,"FineWood x15, BlackMetal x25, LinenThread x10, TrophyProwler_TW x1",96,,Power,0.8,maxDurability,,,
SwordSilver,Silver Sword,Valheim,,3,,"Wood x2, Silver x40, LeatherScraps x3, Iron x5",105,,Power,1,maxDurability,3,,
SwordSurtr_TW,Surtr Sword,WarfareFireAndIce,,1,,"RagnoriteBar_TW x20, RuneDestruction_TW x14, Helcloth_TW x6, TrophySurtrHound_TW x1",160,,Power,0.8,maxDurability,,,
SythrakKey_TW,Destroyer's Idol,WarfareFireAndIce,,1,,"RagnoriteBar_TW x12, RuneDestruction_TW x20, DrakeScale_TW x3, SurtrIdol_TW x2",,,Power,0.5,maxDurability,,,
Tankard,Tankard,Valheim,,1,,"FineWood x5, Resin x2",,,Power,1,maxDurability,,,
TankardAnniversary,Horn of Celebration,Valheim,,1,,"Bronze x2, TrollHide x2, Iron x2",,,Power,1,maxDurability,,,
TankardOdin,Mead Horn of Odin,Valheim,,1,,"FineWood x4, TrophyDeer x1, Resin x2",,,Power,1,maxDurability,,,
TGCapeFlameFeather,Fiery Feather Cape,BiomeLords,,1,,"TGCatalyst x1, CapeFeather x1, TGFlameBilebag x1",,,Power,4,maxDurability,5,,
TGCatalyst,Catalyst,BiomeLords,,1,,"TGQueenNeedle x1, TGWhisper_Chain x1, TGGreydwarfElder_Resin x1, TGTrollWarrior_HairBundle x1",,,Power,1,maxDurability,,,
TGSaddleWolf,Lightning Wolf Saddle,BiomeLords,,3,,"LeatherScraps x5, DeerHide x2, Silver x1",,,Power,10,maxDurability,,,
TGStaff_LightningWolf,Lightning Wolf Summoner,BiomeLords,,1,,"TrophyWolf x1, TGCatalyst x1, TGLightningWolf_Fang x1",,,Power,0.3,maxDurability,5,,
TGWispBelt,Demister Megingjord,BiomeLords,,1,,"TGCatalyst x1, BeltStrength x1, Demister x1",,,Power,2,maxDurability,,,
ThoradusBar_TW,Thoradus,WarfareFireAndIce,,1,,"TyraniumBar_TW x5, RagnoriteBar_TW x5",,,Power,14,maxDurability,,,
ThrowAxeBlackmetal_TW,Blackmetal Throwing Axe,Warfare,,4,,"FineWood x10, LinenThread x1, BlackMetal x3",50,,Power,0.1,maxDurability,4,,
ThrowAxeBronze_TW,Bronze Throwing Axe,Warfare,,1,,"RoundLog x8, Bronze x2",20,,Power,0.1,maxDurability,1,,
ThrowAxeDvergr_TW,Dwarven Throwing Axe,Warfare,,1,,"YggdrasilWood x10, Carapace x4, Eitr x2",74,,Power,0.1,maxDurability,5,,
ThrowAxeFlint_TW,Flint Throwing Axe,Warfare,,2,,"Wood x8, Flint x2",10,,Power,0.1,maxDurability,,,
ThrowAxeIron_TW,Iron Throwing Axe,Warfare,,2,,"ElderBark x8, Iron x3",30,,Power,0.1,maxDurability,2,,
ThrowAxeNjord_TW,Njord Throwing Axe,WarfareFireAndIce,,1,,"BorealWood_TW x10, TyraniumBar_TW x7, RuneRage_TW x2",93,,Power,0.1,maxDurability,6,,
ThrowAxeSilver_TW,Silver Throwing Axe,Warfare,,3,,"FineWood x8, Silver x3",44,,Power,0.1,maxDurability,3,,
ThrowAxeSurtr_TW,Surtr Throwing Axe,WarfareFireAndIce,,1,,"BorealWood_TW x10, RagnoriteBar_TW x7, RuneDestruction_TW x2",93,,Power,0.1,maxDurability,6,,
Torch,Torch,Valheim,,1,,"Wood x1, Resin x1",19,,Power,1,maxDurability,,,
TorchMist,[item_torchmist],Valheim,,1,,"Crystal x1, Resin x1",19,,Power,1,maxDurability,,,
TreasuresBackpack,Treasures Backpack,Valheim,,1,,"Bronze x5, DeerHide x10, LeatherScraps x10, Iron x0, ElderBark x0, Guck x0",,,Power,4,maxDurability,,,
TridentBlackmetal_TW,Blackmetal Trident,Warfare,,4,,"FineWood x25, BlackMetal x25, Chitin x30, TrophyLox x1",106,,Power,2.5,maxDurability,,,
TrollBackpack,Troll Backpack,Valheim,,1,,"HelmetTrollLeather x1, ArmorTrollLeatherChest x1, ArmorTrollLeatherLegs x1, CapeTrollHide x1, TrollHide x0, BoneFragments x0, Iron x0, TrollHide x0, BoneFragments x0, Silver x0, TrollHide x0, BoneFragments x0, BlackMetal x0, TrollHide x0, BoneFragments x0, Carapace x0",,,Power,4,maxDurability,,,
trollchest,Trollfighter Armor,SouthsilArmor,,2,,"Bronze x8, BoneFragments x5, TrophyFrostTroll x1",,,Power,10,maxDurability,,,
trollhelm,Majestic Helm,SouthsilArmor,,2,,"Bronze x10, Copper x8, BoneFragments x8, TrophyFrostTroll x8",10,,Power,3,maxDurability,,,
trolllegs,Trollfighter Legs,SouthsilArmor,,2,,"Bronze x8, BoneFragments x5, TrophyFrostTroll x1",,,Power,10,maxDurability,,,
TrophyBackpack,Trophy Backpack,Valheim,,2,,"DeerHide x10, LeatherScraps x5",,,Power,4,maxDurability,,,
trueskogchest,Deep North Chest,SouthsilArmor,,1,,"skogchest x1, FlametalNew x20, Eitr x20, TrophySGolem x2",,,Power,10,maxDurability,,,
trueskoghelm,Deep North Helm,SouthsilArmor,,1,,"skoghelm x1, FlametalNew x20, Eitr x20, TrophySGolem x1",,,Power,1,maxDurability,,,
trueskoglegs,Deep North Legguards,SouthsilArmor,,1,,"skoglegs x1, FlametalNew x20, Eitr x20, TrophyGoblinBrute x1",,,Power,10,maxDurability,,,
TurnipStew,Turnip Stew,Valheim,,2,,"RawMeat x1, Turnip x3",,,Power,1,maxDurability,,,
TurretBolt,Black Metal Missile,Valheim,,1,,"Wood x10, BlackMetal x1",120,,Power,0.5,maxDurability,,,
TurretBoltFlametal,Flametal Missile,Valheim,,1,,"Blackwood x10, FlametalNew x1",140,,Power,0.5,maxDurability,,,
